USD,EUR,40,2,3
ARS,USD,50,1,2
ARS,BRL,60,1,4
ARS,EUR,70,1,3
EUR,USD,80,3,2
EUR,ARS,90,3,1
EUR,BRL,100,3,4
BRL,USD,15,4,2
BRL,ARS,25,4,1
BRL,EUR,35,4,3
USD,ARS,45,2,1
USD,BRL,55,2,4
USD,EUR,65,2,3
ARS,USD,75,1,2
